"Unnamed Column","School DBN","School Name","School Type","School Level","Regents Exam","Year","Category","Total Tested","Mean Score","Number Scoring Below 65","Percent Scoring Below 65","Number Scoring 65 or Above","Percent Scoring 65 or Above","Number Scoring 80 or Above","Percent Scoring 80 or Above","Number Scoring CR","Percent Scoring CR"
"02M4162016All StudentsLiving Environment","02M416","Eleanor Roosevelt High School","General Academic","High school","Living Environment","2016","All Students","126","90.7","0","0.0","126","100.0","123","97.6","na","na"
"02M4162016All StudentsPhysical Settings/Chemistry","02M416","Eleanor Roosevelt High School","General Academic","High school","Physical Settings/Chemistry","2016","All Students","140","81.1","9","6.4","131","93.6","90","64.3","na","na"
"02M4162016All StudentsPhysical Settings/Physics","02M416","Eleanor Roosevelt High School","General Academic","High school","Physical Settings/Physics","2016","All Students","145","78.5","18","12.4","127","87.6","78","53.8","na","na"
"02M4162016All StudentsSpanish","02M416","Eleanor Roosevelt High School","General Academic","High school","Spanish","2016","All Students","113","89.0","1","0.9","112","99.1","99","87.6","na","na"
"02M4162016All StudentsU.S. History and Government","02M416","Eleanor Roosevelt High School","General Academic","High school","U.S. History and Government","2016","All Students","148","94.3","0","0.0","148","100.0","147","99.3","na","na"
"02M4162017All StudentsChinese","02M416","Eleanor Roosevelt High School","General Academic","High school","Chinese","2017","All Students","1","s","s","s","s","s","s","s","s","s"
"02M4162017All StudentsCommon Core Algebra","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core Algebra","2017","All Students","54","85.9","1","1.9","53","98.1","48","88.9","53","98.1"
"02M4162017All StudentsCommon Core Algebra2","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core Algebra2","2017","All Students","109","79.9","2","1.8","107","98.2","60","55.0","107","98.2"
"02M4162017All StudentsCommon Core English","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core English","2017","All Students","141","91.6","0","0.0","141","100.0","137","97.2","138","97.9"
"02M4162017All StudentsCommon Core Geometry","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core Geometry","2017","All Students","135","82.5","6","4.4","129","95.6","96","71.1","125","92.6"
"02M4162017All StudentsFrench","02M416","Eleanor Roosevelt High School","General Academic","High school","French","2017","All Students","31","84.6","4","12.9","27","87.1","22","71.0","na","na"
"02M4162017All StudentsGlobal History and Geography","02M416","Eleanor Roosevelt High School","General Academic","High school","Global History and Geography","2017","All Students","124","88.8","0","0.0","124","100.0","112","90.3","na","na"
"02M4162017All StudentsLiving Environment","02M416","Eleanor Roosevelt High School","General Academic","High school","Living Environment","2017","All Students","128","89.3","1","0.8","127","99.2","121","94.5","na","na"
"02M4162017All StudentsPhysical Settings/Chemistry","02M416","Eleanor Roosevelt High School","General Academic","High school","Physical Settings/Chemistry","2017","All Students","125","77.6","15","12.0","110","88.0","63","50.4","na","na"
"02M4162017All StudentsPhysical Settings/Physics","02M416","Eleanor Roosevelt High School","General Academic","High school","Physical Settings/Physics","2017","All Students","129","84.7","6","4.7","123","95.3","96","74.4","na","na"
"02M4162017All StudentsSpanish","02M416","Eleanor Roosevelt High School","General Academic","High school","Spanish","2017","All Students","105","88.2","1","1.0","104","99.0","96","91.4","na","na"
"02M4162017All StudentsU.S. History and Government","02M416","Eleanor Roosevelt High School","General Academic","High school","U.S. History and Government","2017","All Students","142","92.5","2","1.4","140","98.6","132","93.0","na","na"
"02M4162018All StudentsCommon Core Algebra","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core Algebra","2018","All Students","128","83.3","1","0.8","127","99.2","100","78.1","124","96.9"
"02M4162018All StudentsCommon Core Algebra2","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core Algebra2","2018","All Students","165","80.9","9","5.5","156","94.5","101","61.2","156","94.5"
"02M4162018All StudentsCommon Core English","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core English","2018","All Students","126","93.4","0","0.0","126","100.0","124","98.4","125","99.2"
"02M4162018All StudentsCommon Core Geometry","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core Geometry","2018","All Students","136","86.7","3","2.2","133","97.8","106","77.9","128","94.1"
"02M4162018All StudentsFrench","02M416","Eleanor Roosevelt High School","General Academic","High school","French","2018","All Students","30","91.8","1","3.3","29","96.7","28","93.3","na","na"
"02M4162018All StudentsGlobal History and Geography","02M416","Eleanor Roosevelt High School","General Academic","High school","Global History and Geography","2018","All Students","139","91.9","1","0.7","138","99.3","131","94.2","na","na"
"02M4162018All StudentsItalian","02M416","Eleanor Roosevelt High School","General Academic","High school","Italian","2018","All Students","1","s","s","s","s","s","s","s","s","s"
"02M4162018All StudentsLiving Environment","02M416","Eleanor Roosevelt High School","General Academic","High school","Living Environment","2018","All Students","132","90.8","0","0.0","132","100.0","121","91.7","na","na"
"02M4162018All StudentsPhysical Settings/Chemistry","02M416","Eleanor Roosevelt High School","General Academic","High school","Physical Settings/Chemistry","2018","All Students","139","79.1","12","8.6","127","91.4","72","51.8","na","na"
"02M4162018All StudentsPhysical Settings/Physics","02M416","Eleanor Roosevelt High School","General Academic","High school","Physical Settings/Physics","2018","All Students","116","84.8","8","6.9","108","93.1","84","72.4","na","na"
"02M4162018All StudentsSpanish","02M416","Eleanor Roosevelt High School","General Academic","High school","Spanish","2018","All Students","110","90.0","1","0.9","109","99.1","99","90.0","na","na"
"02M4162018All StudentsU.S. History and Government","02M416","Eleanor Roosevelt High School","General Academic","High school","U.S. History and Government","2018","All Students","126","92.9","0","0.0","126","100.0","119","94.4","na","na"
"02M4162019All StudentsCommon Core Algebra","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core Algebra","2019","All Students","65","84.7","0","0.0","65","100.0","55","84.6","65","100.0"
"02M4162019All StudentsCommon Core Algebra2","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core Algebra2","2019","All Students","136","84.7","4","2.9","132","97.1","109","80.1","132","97.1"
"02M4162019All StudentsCommon Core English","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core English","2019","All Students","135","92.0","0","0.0","135","100.0","130","96.3","132","97.8"
"02M4162019All StudentsCommon Core Geometry","02M416","Eleanor Roosevelt High School","General Academic","High school","Common Core Geometry","2019","All Students","93","90.7","1","1.1","92","98.9","84","90.3","91","97.8"
"02M4162019All StudentsFrench","02M416","Eleanor Roosevelt High School","General Academic","High school","French","2019","All Students","20","89.1","1","5.0","19","95.0","18","90.0","na","na"
"02M4162019All StudentsGlobal History and Geography","02M416","Eleanor Roosevelt High School","General Academic","High school","Global History and Geography","2019","All Students","135","87.6","0","0.0","135","100.0","129","95.6","na","na"
"02M4162019All StudentsLiving Environment","02M416","Eleanor Roosevelt High School","General Academic","High school","Living Environment","2019","All Students","128","91.0","0","0.0","128","100.0","124","96.9","na","na"
"02M4162019All StudentsPhysical Settings/Chemistry","02M416","Eleanor Roosevelt High School","General Academic","High school","Physical Settings/Chemistry","2019","All Students","136","81.4","5","3.7","131","96.3","87","64.0","na","na"
"02M4162019All StudentsPhysical Settings/Physics","02M416","Eleanor Roosevelt High School","General Academic","High school","Physical Settings/Physics","2019","All Students","125","85.4","8","6.4","117","93.6","92","73.6","na","na"
"02M4162019All StudentsSpanish","02M416","Eleanor Roosevelt High School","General Academic","High school","Spanish","2019","All Students","103","85.7","1","1.0","102","99.0","85","82.5","na","na"
"02M4162019All StudentsU.S. History and Government","02M416","Eleanor Roosevelt High School","General Academic","High school","U.S. History and Government","2019","All Students","129","93.3","0","0.0","129","100.0","125","96.9","na","na"
"02M4182015All StudentsAlgebra2/Trigonometry","02M418","Millennium High School","General Academic","High school","Algebra2/Trigonometry","2015","All Students","138","81.4","14","10.1","124","89.9","84","60.9","84","60.9"
"02M4182015All StudentsChinese","02M418","Millennium High School","General Academic","High school","Chinese","2015","All Students","28","68.0","13","46.4","15","53.6","8","28.6","na","na"
"02M4182015All StudentsCommon Core Algebra","02M418","Millennium High School","General Academic","High school","Common Core Algebra","2015","All Students","135","73.9","11","8.1","124","91.9","25","18.5","114","84.4"
"02M4182015All StudentsCommon Core English","02M418","Millennium High School","General Academic","High school","Common Core English","2015","All Students","20","82.7","0","0.0","20","100.0","15","75.0","18","90.0"
"02M4182015All StudentsCommon Core Geometry","02M418","Millennium High School","General Academic","High school","Common Core Geometry","2015","All Students","148","78.9","5","3.4","143","96.6","73","49.3","132","89.2"
"02M4182015All StudentsEnglish","02M418","Millennium High School","General Academic","High school","English","2015","All Students","6","75.7","0","0.0","6","100.0","2","33.3","3","50.0"
"02M4182015All StudentsGeometry","02M418","Millennium High School","General Academic","High school","Geometry","2015","All Students","150","79.6","3","2.0","147","98.0","73","48.7","73","48.7"
"02M4182015All StudentsGlobal History and Geography","02M418","Millennium High School","General Academic","High school","Global History and Geography","2015","All Students","148","88.9","2","1.4","146","98.6","130","87.8","na","na"
"04M0122018All StudentsCommon Core Algebra","04M012","Tag Young Scholars","General Academic","K-8","Common Core Algebra","2018","All Students","56","80.9","3","5.4","53","94.6","38","67.9","50","89.3"
"02M4182015All StudentsIntegrated Algebra","02M418","Millennium High School","General Academic","High school","Integrated Algebra","2015","All Students","63","80.5","1","1.6","62","98.4","38","60.3","38","60.3"
"02M4182015All StudentsLiving Environment","02M418","Millennium High School","General Academic","High school","Living Environment","2015","All Students","186","87.5","6","3.2","180","96.8","164","88.2","na","na"
"02M4182015All StudentsPhysical Settings/Chemistry","02M418","Millennium High School","General Academic","High school","Physical Settings/Chemistry","2015","All Students","145","76.9","17","11.7","128","88.3","54","37.2","na","na"
"02M4182015All StudentsPhysical Settings/Physics","02M418","Millennium High School","General Academic","High school","Physical Settings/Physics","2015","All Students","52","72.4","9","17.3","43","82.7","13","25.0","na","na"
